업종,작업,발생형태,질문,가중치,law_ref
건설업,창호 및 유리 작업,부딪힘,고소작업대 사용 시 조종원과 작업자 간의 명확한 신호체계를 수립하고 준수하고 있는가?,1,"2425,2427,1762"
건설업,창호 및 유리 작업,부딪힘,고소작업대의 허용 작업반경을 초과하여 작업하는 행위를 금지하고 있는가?,1,"1712,2039"
건설업,수장 작업,떨어짐,"작업 시 사용하는 이동식비계, 고소작업대, 리프트 등 모든 작업장비에 안전난간이 2단으로 설치되어 있으며, 정기적으로 점검되고 있는가?",6,"1712,1713"
건설업,수장 작업,떨어짐,고소작업대나 이동식비계 위에서 작업할 때 근로자가 양손으로 자재를 들어올리거나 몸을 내밀어 작업하는 행위를 금지하고 있는가?,3,"1486,1483"
건설업,수장 작업,떨어짐,건설용 리프트가 층 사이에 정지했을 때 근로자가 안전문을 열고 건물 내부로 이동하는 행위를 금지하고 있는가?,2,"1487,1713"
건설업,수장 작업,떨어짐,"건설용 리프트 사용 근로자를 대상으로 리프트의 동작원리, 방호장치 기능 및 비상정지장치 사용법을 포함한 특별교육을 실시하고 있는가?",2,88
건설업,수장 작업,떨어짐,"건설용 리프트의 비상정지장치를 수시로 점검하고, 이상 발견 시 필요한 조치를 실시하고 있는가?",2,"2104,2136"
건설업,수장 작업,끼임,"자재 운반 작업 전에 작업계획서를 수립하고, 운반 방법, 자재 규격, 중량 등을 사전에 검토하였는가?",3,1473
건설업,수장 작업,끼임,"경사로나 불안정한 지반에서 자재를 운반할 때, 적정 중량 이하의 자재만 적재하여 운반하도록 관리감독하고 있는가?",2,"2018,2031"
건설업,수장 작업,끼임,지게차 등 하역운반기계 작업 시 화물의 낙하 위험구간에 작업자가 접근하지 않도록 안전조치를 실시하고 있는가?,2,"1723,1962"
건설업,수장 작업,끼임,손수레나 지게차 운반 작업 중 동료 작업자가 화물 주변에 접근하지 않도록 안전교육 및 감시를 실시하고 있는가?,2,"2425,2060"
건설업,수장 작업,끼임,"자재 적재 구간 주변에 불필요한 물품이 적재되어 있지 않은지 확인하고, 필요시 정리정돈을 실시하고 있는가?",2,1969
건설업,수장 작업,넘어짐,"자재 및 장비 적재·보관 시 낙하나 전도 위험이 없도록 안전 조치(받침, 고정 등)를 하고 있는가?",2,"1969,2211"
건설업,수장 작업,넘어짐,"작업장 내 계단, 비계, 작업반경 등에 장애물이 없도록 정리정돈 및 관리감독을 실시하고 있는가?",2,"1487,1677"
건설업,수장 작업,넘어짐,"높이가 있는 장비(이동식비계, 크레인 등)에서의 승하강 시 지정된 통로나 안전한 방법을 사용하도록 지도하고 있는가?",2,"1519,1493"
건설업,수장 작업,넘어짐,"모든 작업자가 작업 특성에 맞는 개인보호구(안전모, 안전화 등)를 올바르게 착용하고 있는지 점검 및 관리감독하고 있는가?",2,"1464,1581"
건설업,수장 작업,넘어짐,"작업장의 조도가 적절하게 확보되어 있어 작업자의 실족, 추락, 넘어짐 위험을 예방하고 있는가?",1,"1486,1487"
건설업,판넬 등 외부마감 작업,떨어짐,"지붕 위에서 작업할 때 근로자가 안전대를 체결하고 있으며, 안전대 부착설비가 설치되어 있는가?",5,"1489,1491"
건설업,판넬 등 외부마감 작업,떨어짐,지붕 위에서 작업할 때 추락방지망이 설치되어 있는가?,5,1491
건설업,판넬 등 외부마감 작업,떨어짐,"지붕 위에서 작업할 때 노후화되거나 강도가 약한 지붕재(선라이트, 슬래이트, 샌드위치 판넬 등) 위에 지붕 전용 안전덮개(발판)를 견고하게 설치하였는가?",4,1491
건설업,판넬 등 외부마감 작업,떨어짐,지붕 위에서 작업 시 충분한 강도와 규격으로 제작된 지붕사다리를 설치하였는가?,4,"1491,1450"
건설업,판넬 등 외부마감 작업,떨어짐,지붕 위에서 작업 중 근로자의 안전대 체결 여부를 점검하고 관리감독하고 있는가?,4,"1491,2422"
건설업,판넬 등 외부마감 작업,부딪힘,"지붕 위에서 작업하는 모든 근로자가 안전대를 착용하고 있으며, 안전대 체결 여부를 관리감독하고 있는가?",5,"1486,1489"
건설업,판넬 등 외부마감 작업,부딪힘,지붕 위에서 지붕재 해체 또는 설치 작업 시 추락방지망이 설치되어 있는가?,4,1491
건설업,판넬 등 외부마감 작업,부딪힘,지붕 위에서 작업하는 근로자에 대한 현장 관리감독자의 지속적인 점검 및 감시 체계가 구축되어 있는가?,4,"2425,2422"
건설업,판넬 등 외부마감 작업,부딪힘,"지붕 위에서 작업할 때 지붕 단부(모서리, 처마)에 안전난간이 설치되어 있는가?",3,1491
건설업,판넬 등 외부마감 작업,부딪힘,지붕 단부에서 작업할 경우 외부 비계 또는 쌍줄비계를 설치하여 작업발판과 안전난간을 구성하였는가?,3,"1491,1513"
건설업,판넬 등 외부마감 작업,감전,"작업 전에 현장 주변의 고압선로, 변압기, 전신주 등 충전부 위치를 파악하는 사전 조사를 실시했는가?",3,"1955,1883"
건설업,판넬 등 외부마감 작업,감전,"충전부 인근에서 작업할 경우, 한전 등 관계기관에 협조하여 정전작업을 실시했는가?",3,"1921,1925"
건설업,판넬 등 외부마감 작업,감전,충전부로부터 최소 3미터 이상의 안전 이격거리를 확보하고 작업 계획에 반영했는가?,3,"1925,1924"
건설업,판넬 등 외부마감 작업,감전,"충전부 인근에서 양중작업, 고소작업대 작업 시 감전위험을 경보하기 위한 감시인을 배치했는가?",3,"1923,2425"
건설업,판넬 등 외부마감 작업,감전,"지붕, 높은 위치에서의 외부마감 작업 시 인근 고압선로와의 거리를 확인하는 작업계획서를 수립했는가?",3,"1491,1950"
건설업,전기 설비 작업,떨어짐,"지붕 상부 작업 시 고소작업대(차량탑재형, 시저형) 또는 고정용 수직사다리를 이용하여 안전하게 이동하고 있는가?",5,"1712,1491,1486"
건설업,전기 설비 작업,떨어짐,지붕 상부에서 이동할 때 60cm 이상의 발판을 설치하여 이동통로를 구획하고 있는가?,5,"1491,1450,1712"
건설업,전기 설비 작업,떨어짐,채광창(썬라이트) 상부에 견고한 발판을 설치하여 작업자가 직접 밟지 않도록 조치하고 있는가?,5,"1488,1487"
건설업,전기 설비 작업,떨어짐,A형 사다리 사용 시 최상단 답단에서의 작업을 금지하고 있는가?,5,"1516,1486"
건설업,전기 설비 작업,떨어짐,A형 사다리 사용 시 아웃트리거를 설치하여 전도방지조치를 실시하고 있는가?,5,"1692,1673"
건설업,전기 설비 작업,감전,전기 설비 작업 전에 해당 전로의 차단 여부를 확인하고 정전 상태에서 작업을 실시하고 있는가?,10,"1918,1917"
건설업,전기 설비 작업,감전,"고소 작업(사다리, 비계, 고소작업차 등) 중 전기 작업 시 안전대 부착설비를 설치하고 있는가?",7,"1922,1921"
건설업,전기 설비 작업,감전,"전기 작업 시 절연보호구(절연장갑, 절연화 등)를 지급하고 착용 상태를 관리하고 있는가?",6,"1922,1921,1883"
건설업,전기 설비 작업,감전,"천장 마감재 상부, 트렌치, 패널 내부 등 협소한 공간에서의 전기 작업 시 충전부 노출 여부를 사전에 확인하고 있는가?",6,"1883,1922,1921"
건설업,전기 설비 작업,감전,"배전반, 수변전반, MCC판넬 등 내부 작업 시 활선 상태의 부스바, 전력퓨즈, BUS-BAR 등 충전부에 신체가 접촉되지 않도록 주의하고 있는가?",5,"1921,1883,1922"
건설업,전기 설비 작업,부딪힘,"작업 시작 전 작업장소의 지반상태, 경사도, 안전성을 사전에 확인하고 기록하였는가?",2,"1999,1955"
건설업,전기 설비 작업,부딪힘,"고소작업대 사용 시 아웃트리거를 최대로 확장하고 견고한 지반에 안착시켰으며, 필요시 하부 고임목이나 깔목 등 고정조치를 실시하였는가?",2,1712
건설업,전기 설비 작업,부딪힘,"작업 시작 전 고소작업대, 윈치 등 기계설비의 안전장치 정상작동 여부를 점검하였는가?",2,"2104,2136"
건설업,전기 설비 작업,부딪힘,"낙하물이나 굴러떨어질 위험이 있는 자재(케이블드럼, 로프 등)에 대해 쐐기 고정, 로프 이탈방지 등의 고정조치를 실시하였는가?",2,2042
건설업,전기 설비 작업,부딪힘,고소작업대 또는 사다리 위에서 작업 시 안전대를 지급하고 착용상태를 관리하였는가?,2,"1712,1486"
건설업,기계설비 작업,끼임,고소작업대 작업 전 과상승방지장치의 기능을 점검하고 있는가?,8,"1712,1713"
건설업,기계설비 작업,끼임,"고소작업대 작업 시 상부 장애물(파이프, 배관, 구조물 등)로부터 과상승방지장치의 유효높이를 확보하고 있는가?",7,"1712,1713"
건설업,기계설비 작업,끼임,고소작업대 작업 시 현장여건에 적합한 과상승방지장치를 설치하고 있는가?,7,"1712,1045"
건설업,기계설비 작업,끼임,"기계설비 정비, 청소, 수리 작업 시 LOTO(Lock Out/Tag Out) 절차를 준수하고 있는가?",3,1575
건설업,기계설비 작업,끼임,기계설비 작동 중 작업자가 투입될 경우 감시인을 배치하고 있는가?,3,"2425,2427"
건설업,기계설비 작업,떨어짐,2m 이상의 높이에서 추락 위험이 있는 작업 시 안전대 부착설비를 설치하고 안전대를 체결하도록 관리하고 있는가?,5,"1489,1486"
건설업,기계설비 작업,떨어짐,고소작업이 필요한 경우 사다리보다 고소작업대나 이동식비계 등을 우선적으로 사용하도록 하고 있는가?,4,"1712,1713"
건설업,기계설비 작업,떨어짐,"모든 고소작업 시 안전모, 안전화, 안전대 등 개인보호구를 지급하고 착용상태를 관리하고 있는가?",4,"1489,1712"
건설업,기계설비 작업,떨어짐,"지붕 위에서의 이동 작업 시 고소작업대(차량탑재형, 시저형) 또는 고정용 수직사다리를 이용하여 안전하게 이동하도록 하고 있는가?",3,"1712,1713,1491"
건설업,기계설비 작업,떨어짐,"사다리를 사용한 고소작업 시 사다리를 벽이나 옹벽에 견고하게 고정하고 있으며, 안전대 부착설비를 별도로 설치하고 있는가?",3,"1450,1489"
건설업,기계설비 작업,깔림.뒤집힘,"기계설비 세우기 작업 중 전도 방지를 위한 보강조치(체인블록, 윈치 등)가 수립되어 있는가?",4,"251,1692"
건설업,기계설비 작업,깔림.뒤집힘,"설비 해체작업 시 해체작업 계획서를 작성하고 도면, 구조검토서 등을 통해 해체 구조물에 대한 정보를 확인하고 있는가?",3,"1950,1969"
건설업,기계설비 작업,깔림.뒤집힘,설비 해체작업 시 해체순서 및 해체방법을 수립하고 전도 방지 조치 및 보강조치를 계획하고 있는가?,3,"1692,1950"
건설업,기계설비 작업,깔림.뒤집힘,"중량물 운반 및 이동 작업 시 전도 방지를 위해 체인블록, 윈치 등의 달기구를 사용하고 있는가?",2,"1721,1636"
건설업,기계설비 작업,깔림.뒤집힘,자재 운반 시 자재를 평탄한 발판 위에 올려놓는 등의 전도 방지 조치를 취하고 있는가?,2,"1692,2055"
건설업,엘리베이터 설치 작업,떨어짐,엘리베이터 피트 내부 및 승강로 주변 추락 위험 구간에 안전난간이 설치되어 있는가?,7,"1434,1487"
건설업,엘리베이터 설치 작업,떨어짐,엘리베이터 피트 내부에서 작업할 때 근로자에게 안전대를 지급하고 안전대 부착설비가 견고하게 설치되어 있는가?,6,"1489,1712"
건설업,엘리베이터 설치 작업,떨어짐,엘리베이터 피트 내부에서 자재 및 공구를 인력으로 전달하는 작업 시 안전한 작업방법을 수립하고 있는가?,4,"1950,2450"
건설업,엘리베이터 설치 작업,떨어짐,승강기 해체 작업 전 중량물 취급 작업계획서를 수립하고 안전한 작업방식을 검토하고 있는가?,3,1493
건설업,엘리베이터 설치 작업,떨어짐,"승강기를 매달고 있는 체인, 와이어로프, 슬링벨트 등 달기구의 강도와 상태를 작업 전에 점검하고 있는가?",3,
건설업,엘리베이터 설치 작업,끼임,"승강기 카 내부, 상부, 승강로 내부에서 작업할 때 사전에 운전을 정지하고 전원을 차단하는 조치를 취하고 있는가?",5,"1575,1899"
건설업,엘리베이터 설치 작업,끼임,"승강기 설치, 정비, 보수 작업 중 작업 지휘자를 선임하고 관계근로자 외 사람의 출입을 금지하는 조치를 실시하고 있는가?",3,"1477,1549"
건설업,엘리베이터 설치 작업,끼임,승강기 작업 중 근로자에게 개인보호구를 지급하고 착용상태를 관리감독하고 있는가?,3,2474
건설업,엘리베이터 설치 작업,끼임,승강기 카 내부 또는 상부에서의 작업 시 단독작업을 금지하고 있는가?,2,1549
건설업,엘리베이터 설치 작업,끼임,승강기 작업 전에 방호장치 등의 상태점검을 실시하고 결함이 발견된 경우 정비 후 사용하도록 하고 있는가?,2,"2104,2136"
건설업,엘리베이터 설치 작업,물체에맞음,"승강기를 매달기 위해 사용하는 와이어로프, 체인, 고리(카라비너) 등 달기구의 강도가 승강기 중량에 충분한가?",3,1493
건설업,엘리베이터 설치 작업,물체에맞음,"달기구에서 이상(손상, 변형, 풀림 등)이 발견되었을 때 즉시 교체하는 절차가 있는가?",3,1507
건설업,엘리베이터 설치 작업,물체에맞음,승강기 해체/교체 작업 전에 중량물 취급에 대한 작업계획서를 수립하고 검토했는가?,2,1766
건설업,엘리베이터 설치 작업,물체에맞음,"승강기 매달기 작업 전에 와이어로프, 체인, 고리 등의 상태를 점검했는가?",2,2104
건설업,엘리베이터 설치 작업,물체에맞음,"와이어로프, 체인, 고리 등의 체결 및 고정 상태를 작업 전에 반드시 점검하고 기록했는가?",2,2308
건설업,조경작업,떨어짐,조경작업 현장에서 2m 이상의 높이에서 작업할 때 안전모를 포함한 개인보호구를 모든 근로자에게 지급하고 착용하도록 관리하고 있는가?,14,1462
건설업,조경작업,떨어짐,"2m 이상의 높이에서 전지작업, 수형교정작업 등을 수행할 때 이동식 사다리 대신 발판이 설치된 이동식 비계나 고소작업대를 사용하고 있는가?",6,"1519,1712,1713"
건설업,조경작업,떨어짐,추락 위험이 있는 장소에서 작업할 경우 안전대 착용 등 추락방지조치를 실시하고 있는가?,4,1489
건설업,조경작업,떨어짐,"이동식 사다리를 사용하는 전지작업, 수형교정작업 등에서 2인 1조로 작업을 수행하고 있는가?",3,1450
건설업,조경작업,떨어짐,"이동식 사다리 사용 시 경작업에만 A형 사다리를 사용하고, 일자로 핀 경우는 이동통로로만 사용하도록 제한하고 있는가?",3,"1450,1451"
건설업,조경작업,깔림.뒤집힘,"건설기계(굴삭기, 골프카트 등) 후진 작업 시 유도자를 배치하고 있는가?",4,"1964,2005"
건설업,조경작업,깔림.뒤집힘,건설기계 작업 시 근로자와 장비의 동선을 분리하고 있는가?,4,"1964,2005"
건설업,조경작업,깔림.뒤집힘,"건설기계에 후방카메라, 후방센서, 경보장치 등 안전장치가 부착되어 있는가?",4,"243,1057"
건설업,조경작업,깔림.뒤집힘,벌목 작업 시 벌도목이 쓰러지는 방향을 위험구역으로 설정하고 접근을 금지하고 있는가?,3,2044
건설업,조경작업,깔림.뒤집힘,벌목 작업 시 대피로 및 대피장소를 사전에 지정하고 신호방법을 정하고 있는가?,2,2044
건설업,조경작업,절단베임찔림,절단 및 벌목 작업에 참여하는 모든 근로자에게 안전모를 포함한 개인보호구를 지급하고 착용을 철저히 관리하고 있는가?,5,"1462,1463"
건설업,조경작업,절단베임찔림,절단된 나무 또는 낙하 가능한 나뭇가지로 인한 위험을 방지하기 위해 낙하위험지역의 근로자 출입을 통제하고 있는가?,4,2044
건설업,조경작업,절단베임찔림,벌목 및 나무 절단 작업 시 절단 대상 수목에 대한 사전 수구작업(밑동 상태 확인)을 실시하고 있는가?,3,2044
건설업,조경작업,절단베임찔림,벌목 작업 시 벌도목이 쓰러지는 방향을 사전에 파악하고 해당 방향을 위험구역으로 설정하여 근로자의 접근을 금지하고 있는가?,3,2044
건설업,조경작업,절단베임찔림,벌목 및 절단 작업 시 대피로 및 대피장소를 사전에 지정하고 근로자에게 주지시키고 있는가?,3,2044
건설업,포장 작업,깔림.뒤집힘,"포장 작업 현장에서 차량계 건설기계(덤프트럭, 굴착기, 롤러 등)가 후진할 때 운전자의 시야를 확보하기 위해 후방카메라, 후방센서, 경보장치 등이 설치되어 있는가?",14,"1704,1731"
건설업,포장 작업,깔림.뒤집힘,포장 작업 현장에서 차량계 건설기계의 사각지대 및 접촉 가능 장소에 대해 근로자 출입금지 구역을 설정하고 관리하고 있는가?,14,"1731,1962"
건설업,포장 작업,깔림.뒤집힘,차량계 건설기계가 근로자와 근접하여 작업하는 구간에서 유도자(신호수)를 배치하여 안전한 작업 진행을 관리하고 있는가?,13,"1964,2005"
건설업,포장 작업,깔림.뒤집힘,포장 작업 시 근로자와 건설기계의 동선을 분리하여 운영하고 있는가?,10,"1964,2005"
건설업,포장 작업,깔림.뒤집힘,"차량계 건설기계 운전자가 작업 전에 후방카메라, 센서, 경보장치 등 안전장치를 점검하고 있는가?",3,"1570,1704"
건설업,포장 작업,끼임,"차량계 건설기계 운전자의 시야 확보를 위해 후방카메라, 후방센서, 경보장치 등이 부착되어 있는가?",4,"1733,1704"
건설업,포장 작업,끼임,"건설기계 운전자의 사각지대 발생 가능성을 파악하고, 근로자가 건설기계에 근접하여 작업할 때 안전 신호 체계를 운영하고 있는가?",4,"1731,1964,1344"
건설업,포장 작업,끼임,"포장작업 현장에서 차량계 건설기계 작업 전 안전점검(브레이크, 조향장치, 후진 경보음 등)을 실시하고 있는가?",4,"1575,1848"
건설업,포장 작업,끼임,"포장작업 현장에서 차량계 건설기계(덤프트럭, 롤러 등) 후진 작업 시 유도자를 배치하고 있는가?",3,"1964,2005"
건설업,포장 작업,끼임,"포장작업 중 근로자와 건설기계의 동선이 분리되어 있으며, 건설기계 접촉 가능 장소에 근로자 출입금지 조치가 되어 있는가?",3,"1964,2039,1731"
건설업,포장 작업,사업장내교통사고,"포장공사 현장에서 덤프트럭이 후진할 때 운전자의 시야를 확보하기 위한 카메라, 후방센서, 경보장치 등이 설치되어 있는가?",4,"1762,1761,1704"
건설업,포장 작업,사업장내교통사고,건설기계(덤프트럭)가 근로자에게 접근 가능한 장소에서 작업할 때 전담 유도자를 배치하고 있는가?,4,"1731,1964,1344"
건설업,포장 작업,사업장내교통사고,차량계 건설기계의 사각지대 발생 가능성이 높은 구간에서 근로자 출입을 금지하고 있는가?,4,"1731,1721,1726"
건설업,포장 작업,사업장내교통사고,포장공사 현장에서 근로자와 덤프트럭 등 건설장비의 동선을 완전히 분리하여 운영하고 있는가?,4,"1964,2005,1962"
건설업,포장 작업,사업장내교통사고,"장비유도자가 배치된 경우에도 운전자가 유도자를 인지하지 못할 수 있는 상황에 대비한 추가 안전장치(카메라, 센서 등)가 구비되어 있는가?",2,"1704,1731,2059"
건설업,포설 및 다짐 작업,깔림.뒤집힘,건설기계 운전자가 운전석을 이탈할 때 주차 브레이크를 확실히 체결하고 있는가?,2,1589
건설업,포설 및 다짐 작업,깔림.뒤집힘,차량계 건설기계 사용 전에 제동장치(브레이크) 기능 이상 유무를 점검하고 있는가?,2,"1575,2057"
건설업,포설 및 다짐 작업,깔림.뒤집힘,경사로에 주차할 때 핸드 브레이크와 풋 브레이크를 함께 사용하고 있는가?,2,1721
건설업,포설 및 다짐 작업,깔림.뒤집힘,건설기계가 후진할 때 시야 확보를 위해 유도자를 배치하고 있는가?,2,"1964,2005"
건설업,포설 및 다짐 작업,깔림.뒤집힘,차량계 건설기계의 사각지대 발생 가능성이 높은 작업 시 근로자 출입을 금지하고 있는가?,2,"1731,1962,1964"
건설업,포설 및 다짐 작업,끼임,"차량계 건설기계(덤프트럭, 타이어롤러, 진동롤러 등)의 후진 작업 시 장비유도자를 배치하고 있는가?",3,"1964,1733"
건설업,포설 및 다짐 작업,끼임,"건설기계 운전자의 시야 확보를 위해 카메라, 후방센서, 경보장치 등의 안전장치를 부착하고 있는가?",2,"1710,1704"
건설업,포설 및 다짐 작업,끼임,"사각지대 발생가능성이 높은 장소(지하주차장 램프, 교량 하부, 협소한 공간 등)에서 차량계 건설기계의 단독 작업을 금지하고 있는가?",2,"1962,1721"
건설업,포설 및 다짐 작업,끼임,포설 및 다짐 작업 중 근로자와 건설기계의 동선을 분리하여 운영하고 있는가?,2,"1964,2005"
건설업,포설 및 다짐 작업,끼임,근로자가 건설기계에 근접하여 작업을 수행할 때 안전한 상태에서 작업이 진행되도록 감시하고 있는가?,2,"2425,1964"
건설업,포설 및 다짐 작업,부딪힘,"차량계 건설기계(덤프트럭, 열차 등) 운행 시 운전자의 시야 확보 상태를 사전에 점검하고 있는가?",3,"1570,1704"
건설업,포설 및 다짐 작업,부딪힘,차량계 건설기계가 후진하거나 이동할 때 현장에 유도자를 배치하여 근로자의 안전을 확보하고 있는가?,2,"1964,2005"
건설업,포설 및 다짐 작업,부딪힘,차량계 건설기계의 사각지대 및 접촉 가능 장소에 대해 근로자 출입금지 조치를 실시하고 있는가?,2,1731
건설업,포설 및 다짐 작업,부딪힘,"차량계 건설기계에 후방카메라, 후방센서, 경보장치 등 안전장치가 부착되어 있고 정상 작동하는가?",2,"1733,1735"
건설업,포설 및 다짐 작업,부딪힘,"차량계 건설기계 작업 전에 후방카메라, 센서, 경보장치 등 안전장치에 대한 점검을 실시하고 있는가?",2,"1575,1704"
건설업,강교 설치 작업,떨어짐,"고소 작업장에서 사용되는 모든 작업발판(합판, 계단, 발판)이 충분한 강도를 가지고 있으며, 정기적으로 안전성을 검사하고 있는가?",3,"1712,1487,1434"
건설업,강교 설치 작업,떨어짐,"2m 이상의 높이에서 수행되는 모든 작업에 대해 안전대 착용 및 안전고리 체결을 의무화하고 있으며, 이를 현장에서 확인하고 있는가?",2,"1489,1950,1486"
건설업,강교 설치 작업,떨어짐,"교량 및 교각 작업 시 개구부, 낙하위험 지점에 대해 덮개 설치 또는 안전난간 등의 방호조치를 실시하고 있는가?",2,"1487,2054,2055"
건설업,강교 설치 작업,떨어짐,"고소 작업 중 사용되는 임시 구조물(비계, 계단, 발판)의 지지부(클램프, 앵커볼트 등)가 상부 하중을 견딜 수 있도록 설계되고 설치되었는가?",2,"1513,1520,1449"
건설업,강교 설치 작업,떨어짐,"가설계단, 앵커볼트 등 임시 구조물의 설치 시 설계 기준(묻힘깊이, 하중 등)을 정확히 준수하고 있으며, 시공 후 검증하고 있는가?",1,"1938,1500,1507"
건설업,터널 굴착 작업,물체에맞음,"터널 굴착 작업 전에 막장면의 절리상태, 지질 및 지층 상태에 대한 사전조사를 실시하고 있는가?",3,"1955,1969"
건설업,터널 굴착 작업,물체에맞음,"막장면에서 낙반 위험이 있는 부석에 대해 제거, 숏크리트 타설, 굴착공법 변경 등의 위험 방지 조치를 실시하고 있는가?",3,"1978,1979"
건설업,터널 굴착 작업,물체에맞음,터널 지보공 설치작업 시 숏크리트 타설방법 및 두께를 적절히 관리하고 있는가?,2,1990
건설업,터널 굴착 작업,물체에맞음,록볼트 정착재가 적절하게 충진되어 있는지 정기적으로 확인하고 있는가?,2,"1969,1990"
건설업,터널 굴착 작업,물체에맞음,기계굴착 및 천공작업으로 막장면에 충격이 가해질 경우 숏크리트 등의 보강대책을 적용하고 있는가?,2,"1990,1969"
제조업,가공 설비를 이용한 작업,물체에맞음,"선반 가공 시 척(chuck), 방진구, 심압대의 체결상태를 작업 전에 확인하고 있는가?",6,"1620,1622"
제조업,가공 설비를 이용한 작업,물체에맞음,모든 근로자가 보안경 또는 보안면 등 안면보호구를 착용하고 작업하고 있는가?,6,1581
제조업,가공 설비를 이용한 작업,물체에맞음,칩 브레이커 등 가공 중 발생하는 칩이나 파편을 제어할 수 있는 장치가 설치되어 있고 정상 작동하는가?,6,"251,252"
제조업,가공 설비를 이용한 작업,물체에맞음,고속 회전하는 가공물이 편심이나 불균형으로 인해 휘어지거나 이탈할 수 있는 상황을 사전에 점검하고 있는가?,4,"1608,1609"
제조업,가공 설비를 이용한 작업,물체에맞음,"회전하는 가공물이나 회전체에 방호덮개가 설치되어 있거나, 근로자 접근금지용 울타리가 설치되어 있는가?",3,"1560,1556,1563"
제조업,가공 설비를 이용한 작업,끼임,회전축에 근접하여 작업할 때 근로자가 밀착형 가죽장갑 등 말릴 위험이 낮은 개인보호구를 지급받고 착용하고 있는가?,5,"1582,1563,1462"
제조업,가공 설비를 이용한 작업,끼임,"회전축이나 회전부를 가진 설비 작업 시 근로자들에게 말릴 위험이 있는 목장갑, 면장갑 등의 착용 금지 및 밀착형 가죽장갑 착용에 대한 교육을 실시하고 있는가?",4,"1563,1582,1560"
제조업,가공 설비를 이용한 작업,끼임,"설비의 방호장치(광전자식 방호장치, 양수조작식 등)가 정상적으로 작동하는지 작업 전에 확인하는 절차가 수립되어 있는가?",3,"2136,1847,2104"
제조업,가공 설비를 이용한 작업,끼임,방호장치 작동불량 등 이상 발견 시 관리감독자에게 즉시 보고하고 조치 후 작업을 재개하는 안전문화가 구축되어 있는가?,3,"1616,243,212"
제조업,가공 설비를 이용한 작업,끼임,같은 작업장에서 도급인과 수급인의 작업이 혼재될 때 재해 발생을 예방하기 위한 의사전달 체계가 수립되어 있는가?,3,"212,243,181"
제조업,가공 설비를 이용한 작업,절단베임찔림,"가공 설비 작업 시 보안경, 보안면 등 안면보호구를 항상 착용하고 있는가?",3,"1572,251"
제조업,가공 설비를 이용한 작업,절단베임찔림,"선반 가공 시 척, 방진구 및 심압대의 체결상태를 작업 전에 확인하고 있는가?",3,"1575,92"
제조업,가공 설비를 이용한 작업,절단베임찔림,선반 가공 설비에 칩 브레이커 등 튕겨나오는 가공물을 방지하는 장치가 설치되어 있고 정상 작동하는가?,3,"1572,251"
제조업,가공 설비를 이용한 작업,절단베임찔림,튕겨나온 가공물이나 파편의 위험성에 대해 근로자에게 정기적으로 교육하고 있는가?,3,"1572,103"
제조업,가공 설비를 이용한 작업,절단베임찔림,"금형, 피어싱 등 설비 부속품의 손상 여부를 정기적으로 점검하고 파손된 경우 즉시 교체하고 있는가?",2,"1848,2180"
제조업,건설기계를 사용하는 작업,깔림.뒤집힘,"근로자 이동 통로와 건설기계 운행 경로가 명확하게 구분되어 있고, 혼재 작업 시 작업지휘자 또는 유도자를 배치하고 있는가?",6,"1477,1964"
제조업,건설기계를 사용하는 작업,깔림.뒤집힘,"중량물 취급 작업에 대한 작업계획서를 작성하여 작업방법, 운행경로, 근로자와 건설기계 혼재 작업 여부를 명시하고 있는가?",3,1473
제조업,건설기계를 사용하는 작업,깔림.뒤집힘,"건설기계 운전 시작 전에 제동장치, 설비의 설치 상태, 방호장치 등을 점검하고 있는가?",3,2104
제조업,건설기계를 사용하는 작업,깔림.뒤집힘,"건설기계의 결함이 발견되었을 때 즉시 관리자에게 보고하고, 조치 전까지 사용을 금지하는 규정이 마련되어 있는가?",3,"1573,1575"
제조업,건설기계를 사용하는 작업,깔림.뒤집힘,"작업장에서 건설기계(로더, 굴삭기, 덤프트럭 등)를 주·정차할 때 브레이크 잠금과 고임목 체결을 철저히 하고 있는가?",2,1730
제조업,건설기계를 사용하는 작업,물체에맞음,"굴삭기의 버킷, 그래플, 자석 등 작업장치의 연결부가 핀(pin)으로 완전히 체결되어 있는가?",5,1765
제조업,건설기계를 사용하는 작업,물체에맞음,작업장치를 단순히 걸쳐놓기만 하지 않고 규정된 방식으로 안전하게 고정하고 있는가?,5,1962
제조업,건설기계를 사용하는 작업,물체에맞음,굴삭기 운전을 시작하기 전에 설비의 설치 상태와 작업장치의 연결 상태를 점검하는 절차가 있는가?,5,"2104,2136"
제조업,건설기계를 사용하는 작업,물체에맞음,작업장치의 결함이나 불완전한 체결이 발견되었을 때 즉시 관리자에게 보고하고 조치 전까지 사용을 금지하는 규정이 있는가?,5,"954,1573"
제조업,건설기계를 사용하는 작업,물체에맞음,굴삭기 버킷이 작업 중 갑자기 낙하할 수 있다는 위험성을 인식하고 작업자들이 버킷 아래에 위치하지 않도록 관리하고 있는가?,5,"1962,1964"
제조업,건설기계를 사용하는 작업,끼임,"중량물 취급 작업 시 작업자 간 신호체계가 통일되어 있으며, 모든 작업자가 이를 숙지하고 있는가?",3,"1964,1766"
