sif_id	industry_div	accident_kind	accident_summary	causal_object	high_risk_situation	causal_factor	countermeasure	content
3074	건설업	추락	2018년 10월경 ○○현장에서 재해자가 외부비계 위에서 철근배근(이음) 작업 중 비계 외측의 상부난간대와 작업발판 사이로 떨어져(H≒5.7m) 사망	비계	2. 철근콘크리트 공사	외부비계 위에서 철근배근 작업 중, 근로자가 몸의 균형을 잃어 비계 외측의 상부난간대와 작업발판 사이로 추락	▶ 비계 작업발판 설치 및 단부 안전난간 2단 설치\n▶ 비계와 구조물 사이 추락위험이 있는 구간에는 추락방호망 설치하거나 추가 작업발판 설치\n▶ 비계 조립 시 외벽 마감재 시공을 고려하여 구조물로부터 적정거리를 이격하여 조립\n▶ 안전난간 설치가 곤란한 경우 안전대 부착설비 설치 및 안전대, 안전모 등 개인보호구 착용	2018년 10월경 ○○현장에서 재해자가 외부비계 위에서 철근배근(이음) 작업 중 비계 외측의 상부난간대와 작업발판 사이로 떨어져(H≒5.7m) 사망 [유발요인] 외부비계 위에서 철근배근 작업 중, 근로자가 몸의 균형을 잃어 비계 외측의 상부난간대와 작업발판 사이로 추락 [대책] ▶ 비계 작업발판 설치 및 단부 안전난간 2단 설치 ▶ 비계와 구조물 사이 추락위험이 있는 구간에는 추락방호망 설치하거나 추가 작업발판 설치 ▶ 비계 조립 시 외벽 마감재 시공을 고려하여 구조물로부터 적정거리를 이격하여 조립 ▶ 안전난간 설치가 곤란한 경우 안전대 부착설비 설치 및 안전대, 안전모 등 개인보호구 착용
3075	건설업	추락	2018년 3월경 피재자가 비닐하우스내 농수를 공급하기 위한 철근콘크리트 구조의 물탱크의 슬래브 철근위에서 배근작업을 하던 중, 약 3.5m 높이의 슬래브 단부에서 굴착면 바닥으로 떨어져 사망	슬라브단부	2. 철근콘크리트 공사	슬래브 단부에서 철근 배근작업 중 중심을 잃고 근로자 추락	▶ 작업발판의 단부와 같이 근로자가 떨어질 위험이 있는 장소에는 안전난간 및 안전방망 설치\n▶ 안전난간 및 안전방망 설치가 곤란한 경우 안전대의 부착설비 설치\n▶ 근로자에게 안전대를 착용하도록 하는 등 떨어짐 방지조치 실시	2018년 3월경 피재자가 비닐하우스내 농수를 공급하기 위한 철근콘크리트 구조의 물탱크의 슬래브 철근위에서 배근작업을 하던 중, 약 3.5m 높이의 슬래브 단부에서 굴착면 바닥으로 떨어져 사망 [유발요인] 슬래브 단부에서 철근 배근작업 중 중심을 잃고 근로자 추락 [대책] ▶ 작업발판의 단부와 같이 근로자가 떨어질 위험이 있는 장소에는 안전난간 및 안전방망 설치 ▶ 안전난간 및 안전방망 설치가 곤란한 경우 안전대의 부착설비 설치 ▶ 근로자에게 안전대를 착용하도록 하는 등 떨어짐 방지조치 실시
3076	건설업	찔림	2019년 03월경 ○○현장에서, 피재자가 공장 내 기계 기초 피트 벽체철근조립을 위해 피트 바닥(깊이 약 2.4m)으로 내려가기 위해 굴착면 단차 부위(깊이 0.9m, 폭 0.6m)를 밟는 순간, 몸의 중심을 잃고 약 1.5m 아래 콘크리트 바닥으로 떨어지면서 벽체 수직철근 이음을 위해 미리 시공한 바닥 슬래브 수직철근(돌출길이≒21cm)에 찔려 사망	철근콘크리트자재(철근,콘크리트,PC)	2. 철근콘크리트 공사	피트 바닥으로 내려가기 위해 굴착면 단차 부위를 밟는 순간, 몸의 중심을 잃고 콘크리트 바닥으로 추락하면서 바닥 슬래브 수직철근에 찔림	▶ 추락위험이 높은 굴착 선단부에 안전난간 설치\n▶ 사다리식 통로 설치 시 사다리의 상단이 걸쳐놓은 지점으로부터 60cm 이상 올라가도록 하며, 아웃트리거 또는 밀림방지판 설치\n▶ 철근 돌출로 인해 찔림위험이 있는 경우 철근 돌출부에 보호캡 설치 	2019년 03월경 ○○현장에서, 피재자가 공장 내 기계 기초 피트 벽체철근조립을 위해 피트 바닥(깊이 약 2.4m)으로 내려가기 위해 굴착면 단차 부위(깊이 0.9m, 폭 0.6m)를 밟는 순간, 몸의 중심을 잃고 약 1.5m 아래 콘크리트 바닥으로 떨어지면서 벽체 수직철근 이음을 위해 미리 시공한 바닥 슬래브 수직철근(돌출길이≒21cm)에 찔려 사망 [유발요인] 피트 바닥으로 내려가기 위해 굴착면 단차 부위를 밟는 순간, 몸의 중심을 잃고 콘크리트 바닥으로 추락하면서 바닥 슬래브 수직철근에 찔림 [대책] ▶ 추락위험이 높은 굴착 선단부에 안전난간 설치 ▶ 사다리식 통로 설치 시 사다리의 상단이 걸쳐놓은 지점으로부터 60cm 이상 올라가도록 하며, 아웃트리거 또는 밀림방지판 설치 ▶ 철근 돌출로 인해 찔림위험이 있는 경우 철근 돌출부에 보호캡 설치
3077	건설업	찔림	2020년 05월경, ○○현장에서 피재자와 동료작업자가 지상 1층에서 벽체 철근배근 작업 과정에서 이동 중 화장실 벽체 수직 이음철근의 고정을 위해 바닥 슬래브 상부에 설치된 수평철근에 발이 걸려(H≒100mm) 넘어지면서 앞쪽(약 850mm)에 설치되어있던 수직철근(L≒400mm)에 안면부가 찔려 사망	철근콘크리트자재(철근,콘크리트,PC)	2. 철근콘크리트 공사	벽체 철근배근 작업 과정에서 이동 중, 수평철근에 발이 걸려 넘어지면서 수직철근에 찔림	▶ 이동통로 및 작업구간 내 철근 돌출부 보호캡 설치 및 주변 접근통제 조치\n▶ 벽체철근 조립 등의 현장 내의 작업 시 작업장으로 통하는 장소 또는 작업장 내에 안전한 통로 설치	2020년 05월경, ○○현장에서 피재자와 동료작업자가 지상 1층에서 벽체 철근배근 작업 과정에서 이동 중 화장실 벽체 수직 이음철근의 고정을 위해 바닥 슬래브 상부에 설치된 수평철근에 발이 걸려(H≒100mm) 넘어지면서 앞쪽(약 850mm)에 설치되어있던 수직철근(L≒400mm)에 안면부가 찔려 사망 [유발요인] 벽체 철근배근 작업 과정에서 이동 중, 수평철근에 발이 걸려 넘어지면서 수직철근에 찔림 [대책] ▶ 이동통로 및 작업구간 내 철근 돌출부 보호캡 설치 및 주변 접근통제 조치 ▶ 벽체철근 조립 등의 현장 내의 작업 시 작업장으로 통하는 장소 또는 작업장 내에 안전한 통로 설치
3078	건설업	추락	2020년 12월경 ○○현장 피재자가 건물 후면 시스템 비계 3단 작업발판 위에서 벽체 철근 조립 작업을 하던 중, 뒤로 넘어지며 높이 5.3m아래 토사 바닥으로 추락하여 사망	비계	2. 철근콘크리트 공사	시스템 비계 작업발판 위에서 벽체 철근 조립 작업을 하던 중, 중심을 잃고 뒤로 넘어지며 바닥으로 근로자 추락	▶ 근로자가 작업 또는 이동 중 추락할 위험이 있는 장소에서 작업 시 안전난간 설치하여 추락방지 조치 실시\n▶ 작업발판 및 안전난간 설치가 곤란한 경우 안전대를 걸 수 있는 안전대 부착설비 설치 \n▶ 근로자 개인보호구 착용 철저 및 관리감독자 업무 수행 철저 \n▶ 비계 조립·해체작업시 선행 안전난간대 설치 적용 검토	2020년 12월경 ○○현장 피재자가 건물 후면 시스템 비계 3단 작업발판 위에서 벽체 철근 조립 작업을 하던 중, 뒤로 넘어지며 높이 5.3m아래 토사 바닥으로 추락하여 사망 [유발요인] 시스템 비계 작업발판 위에서 벽체 철근 조립 작업을 하던 중, 중심을 잃고 뒤로 넘어지며 바닥으로 근로자 추락 [대책] ▶ 근로자가 작업 또는 이동 중 추락할 위험이 있는 장소에서 작업 시 안전난간 설치하여 추락방지 조치 실시 ▶ 작업발판 및 안전난간 설치가 곤란한 경우 안전대를 걸 수 있는 안전대 부착설비 설치 ▶ 근로자 개인보호구 착용 철저 및 관리감독자 업무 수행 철저 ▶ 비계 조립·해체작업시 선행 안전난간대 설치 적용 검토
3079	건설업	찔림	2020년 09월경, ○○현장 펌프장 구역에서 피재자가 날개벽 벽체 철근배근 작업과정에서 설치된 벽체철근을 넘어 이동하는 중, 벽체 상부에 돌출된 수직철근에 우측 허벅지 안쪽을 찔려 사망	철근콘크리트자재(철근,콘크리트,PC)	2. 철근콘크리트 공사	날개벽 벽체 철근배근 작업과정에서 설치된 벽체철근을 넘어 이동하는 중 벽체 상부에 돌출된 수직철근에 찔림	▶ 이동통로 및 작업구간 내 수직철근 돌출부 보호캡 설치 및 주변 접근통제 조치\n▶ 현장 내의 작업 시 작업장으로 통하는 장소 또는 작업장 내에 안전한 통로 설치	2020년 09월경, ○○현장 펌프장 구역에서 피재자가 날개벽 벽체 철근배근 작업과정에서 설치된 벽체철근을 넘어 이동하는 중, 벽체 상부에 돌출된 수직철근에 우측 허벅지 안쪽을 찔려 사망 [유발요인] 날개벽 벽체 철근배근 작업과정에서 설치된 벽체철근을 넘어 이동하는 중 벽체 상부에 돌출된 수직철근에 찔림 [대책] ▶ 이동통로 및 작업구간 내 수직철근 돌출부 보호캡 설치 및 주변 접근통제 조치 ▶ 현장 내의 작업 시 작업장으로 통하는 장소 또는 작업장 내에 안전한 통로 설치
3080	건설업	전도	2021년 6월경 ○○현장에 재해자가 PC슬래브·PC보 철근배근 작업 중 부족한 철근자제를 가지러 이동하다, 설치작업 중이던 계단실 벽체철근이 재해자 쪽으로 넘어져 협착되어 사망	철근콘크리트자재(철근,콘크리트,PC)	2. 철근콘크리트 공사	철근 조립 작업을 위해 이동하다 중 설치작업 중이던 계단실 벽체철근이 전도되며 깔림	▶ 벽체철근 시공 시 안정한 형태로 유지하도록 버팀대를 설치하는 등 철근 전도 방지조치 실시\n▶ 수직철근의 전도방지를 위해 지지대 설치 등 보강조치 실시\n▶ 수직철근 조립작업 시 전도재해를 예방하기 위해 관리감독자 지휘 ∙ 감독 철저	2021년 6월경 ○○현장에 재해자가 PC슬래브·PC보 철근배근 작업 중 부족한 철근자제를 가지러 이동하다, 설치작업 중이던 계단실 벽체철근이 재해자 쪽으로 넘어져 협착되어 사망 [유발요인] 철근 조립 작업을 위해 이동하다 중 설치작업 중이던 계단실 벽체철근이 전도되며 깔림 [대책] ▶ 벽체철근 시공 시 안정한 형태로 유지하도록 버팀대를 설치하는 등 철근 전도 방지조치 실시 ▶ 수직철근의 전도방지를 위해 지지대 설치 등 보강조치 실시 ▶ 수직철근 조립작업 시 전도재해를 예방하기 위해 관리감독자 지휘 ∙ 감독 철저
3081	건설업	전도	2021년 8월경 ○○현장에서 시저형 고소작업대에 탑승중인 재해자가 수직철근(L:7.35m) 11본(약 246kg)을 고소작업대에 기대어 기둥 철근 조립 작업(H:약4.9M)을 하던 중 고소작업대가 전도되며 바닥으로 떨어져 사망	고소작업대(차)	2. 철근콘크리트 공사	시저형 고소작업대에 탑승중인 재해자가 수직철근 다발을 고소작업대에 기대어 기둥 철근 조립 작업을 하던 중 철근의 무게를 견디지 못하고 고소작업대가 전도되며 바닥으로 추락 	▶ 고소작업대의 허용하중을 넘어선 중량물 적재 금지\n▶ 고소작업대 이동 시 작업대를 가장 낮게 하강 후 이동통로의 요철상태, 장애물 등의 유무 등 확인 후 이동\n▶ 고소작업대에서 작업 시 작업대 내부에서 작업하며, 안전대 체결 시 가능한 범위에서 작업\n▶ 개인보호구 지급 및 착용	2021년 8월경 ○○현장에서 시저형 고소작업대에 탑승중인 재해자가 수직철근(L:7.35m) 11본(약 246kg)을 고소작업대에 기대어 기둥 철근 조립 작업(H:약4.9M)을 하던 중 고소작업대가 전도되며 바닥으로 떨어져 사망 [유발요인] 시저형 고소작업대에 탑승중인 재해자가 수직철근 다발을 고소작업대에 기대어 기둥 철근 조립 작업을 하던 중 철근의 무게를 견디지 못하고 고소작업대가 전도되며 바닥으로 추락 [대책] ▶ 고소작업대의 허용하중을 넘어선 중량물 적재 금지 ▶ 고소작업대 이동 시 작업대를 가장 낮게 하강 후 이동통로의 요철상태, 장애물 등의 유무 등 확인 후 이동 ▶ 고소작업대에서 작업 시 작업대 내부에서 작업하며, 안전대 체결 시 가능한 범위에서 작업 ▶ 개인보호구 지급 및 착용
3082	건설업	깔림	2021년 02월경 ○○현장에서 피재자가 교량(강합성형 라멘교) 교각 기둥철근 조립 작업을 하던 중, 넘어지는 수직철근에 깔려 부상을 입은 후 병원치료 중 사망	철근콘크리트자재(철근,콘크리트,PC)	2. 철근콘크리트 공사	교각 기둥철근 조립 작업을 하던 중, 넘어지는 수직철근에 깔림	▶ 벽체철근 시공 시 안정한 형태로 유지하도록 버팀대를 설치하는 등 철근 전도 방지조치 실시\n▶ 수직철근의 전도방지를 위해 지지대 설치 등 보강조치 실시\n▶ 수직철근 조립작업 시 전도재해를 예방하기 위해 관리감독자 지휘 ∙ 감독 철저	2021년 02월경 ○○현장에서 피재자가 교량(강합성형 라멘교) 교각 기둥철근 조립 작업을 하던 중, 넘어지는 수직철근에 깔려 부상을 입은 후 병원치료 중 사망 [유발요인] 교각 기둥철근 조립 작업을 하던 중, 넘어지는 수직철근에 깔림 [대책] ▶ 벽체철근 시공 시 안정한 형태로 유지하도록 버팀대를 설치하는 등 철근 전도 방지조치 실시 ▶ 수직철근의 전도방지를 위해 지지대 설치 등 보강조치 실시 ▶ 수직철근 조립작업 시 전도재해를 예방하기 위해 관리감독자 지휘 ∙ 감독 철저
3083	건설업	붕괴	2020년 12월경 ○○현장에서 지상6층 램프 바닥 슬래브 철근 조립 작업중 PC거더가 전도되면서 PC빔과 함께 데크플레이트가 탈락하여 상부에서 작업중이던 철근공 5명이 추락, 3명이 사망하고 2명이 부상	철근콘크리트자재(철근,콘크리트,PC)	2. 철근콘크리트 공사	램프 바닥 슬래브 철근 조립 작업중 PC거더가 전도되면서 PC빔과 함께 데크플레이트가 탈락하여 추락	▶ 램프 곡선구간 패널존 콘크리트 타설하지 전까지 전도방지용 철근 결합부 고정 철저\n▶ PC건립공사와 RC공사가 다공종 복합화되어 진행시 선후행 공정관리 실시	2020년 12월경 ○○현장에서 지상6층 램프 바닥 슬래브 철근 조립 작업중 PC거더가 전도되면서 PC빔과 함께 데크플레이트가 탈락하여 상부에서 작업중이던 철근공 5명이 추락, 3명이 사망하고 2명이 부상 [유발요인] 램프 바닥 슬래브 철근 조립 작업중 PC거더가 전도되면서 PC빔과 함께 데크플레이트가 탈락하여 추락 [대책] ▶ 램프 곡선구간 패널존 콘크리트 타설하지 전까지 전도방지용 철근 결합부 고정 철저 ▶ PC건립공사와 RC공사가 다공종 복합화되어 진행시 선후행 공정관리 실시
3084	건설업	찔림	2022년 10월경 ○○현장에서 피재자가 옥상층 E/V PIT(엘리베이터 피트) 외벽철근 배근을 위한 작업 중 벽체 연결철근(L=800)위로 넘어지며 해당 철근에 찔려 사망	철근콘크리트자재(철근,콘크리트,PC)	2. 철근콘크리트 공사	주상복합 신축공사 현장에서 재해자가 옥상층 E/V PIT(엘리베이터 피트) 외벽철근 조립작업 중, 수직으로 조립된 벽체 연결철근 위로 넘어지며 철근에 신체가 관통됨(찔림)	▶ 근로자가 안전하게 이동할 수 있는 통로를 설치하고 항상 사용할 수 잇는 상태로 유지\n▶ 철근 찔림방지 덮개 등 사용	2022년 10월경 ○○현장에서 피재자가 옥상층 E/V PIT(엘리베이터 피트) 외벽철근 배근을 위한 작업 중 벽체 연결철근(L=800)위로 넘어지며 해당 철근에 찔려 사망 [유발요인] 주상복합 신축공사 현장에서 재해자가 옥상층 E/V PIT(엘리베이터 피트) 외벽철근 조립작업 중, 수직으로 조립된 벽체 연결철근 위로 넘어지며 철근에 신체가 관통됨(찔림) [대책] ▶ 근로자가 안전하게 이동할 수 있는 통로를 설치하고 항상 사용할 수 잇는 상태로 유지 ▶ 철근 찔림방지 덮개 등 사용
3085	건설업	추락	2022년 08월경 ○○현장에서 피재자가 지하 1층 엘리베이터 승강로 벽체 철근 배근 작업 중 엘리베이터 승강로 내부 시스템비계와 벽체 사이 개구부(폭: 36cm)로 떨어져(H≒11.6M) 사망	기타 개구부	2. 철근콘크리트 공사	물류센터 신축공사 현장에서 엘리베이터 내부 벽체 철근 배근을 위해 승강로 내부에 설치된 시스템비계에서 수평재를 넘어가서 작업(이동)하던 중 승강로 벽체와 시스템비계 사이 틈(개구부)으로 떨어짐	▶ 추락할 위험이 있는 장소에서 작업 시 추락방호망 설치\n▶ 추락방호망 설치가 곤란한 경우 작업자에게 안전대를 착용시키고 안전하게 걸어 사용할 수 있는 안전대 부착설비 설치	2022년 08월경 ○○현장에서 피재자가 지하 1층 엘리베이터 승강로 벽체 철근 배근 작업 중 엘리베이터 승강로 내부 시스템비계와 벽체 사이 개구부(폭: 36cm)로 떨어져(H≒11.6M) 사망 [유발요인] 물류센터 신축공사 현장에서 엘리베이터 내부 벽체 철근 배근을 위해 승강로 내부에 설치된 시스템비계에서 수평재를 넘어가서 작업(이동)하던 중 승강로 벽체와 시스템비계 사이 틈(개구부)으로 떨어짐 [대책] ▶ 추락할 위험이 있는 장소에서 작업 시 추락방호망 설치 ▶ 추락방호망 설치가 곤란한 경우 작업자에게 안전대를 착용시키고 안전하게 걸어 사용할 수 있는 안전대 부착설비 설치
3086	건설업	추락	2022년 10월경 ○○현장에서 재해자가 계단실에서 지상1층 철근 조립 작업 중 미고정 되어있던 작업발판과 함께 높이 약 4.85m 아래 지하1층 바닥으로 떨어져 사망	작업발판/가설계단	2. 철근콘크리트 공사	단독주택 신축공사 현장에서 지상1층 계단실의 철근 조립을 위해 재해자가 미고정 된 작업발판에 올라서서 작업중 지하층 바닥으로 떨어짐	▶ 추락위험장소에 설치된 작업발판은 탈락하거나 뒤집힐 위험이 없도록 2개소 이상 고정\n▶ 작업발판 단부에 안전난간 설치 및 안전대 착용 등 개인보호구 착용	2022년 10월경 ○○현장에서 재해자가 계단실에서 지상1층 철근 조립 작업 중 미고정 되어있던 작업발판과 함께 높이 약 4.85m 아래 지하1층 바닥으로 떨어져 사망 [유발요인] 단독주택 신축공사 현장에서 지상1층 계단실의 철근 조립을 위해 재해자가 미고정 된 작업발판에 올라서서 작업중 지하층 바닥으로 떨어짐 [대책] ▶ 추락위험장소에 설치된 작업발판은 탈락하거나 뒤집힐 위험이 없도록 2개소 이상 고정 ▶ 작업발판 단부에 안전난간 설치 및 안전대 착용 등 개인보호구 착용
3087	건설업	깔림	2022년 5월경 ○○현장에서 피재자가 L형 옹벽 기초 철근을 조립하던 중 옹벽 벽체 거푸집이 전도되어 1명 사망, 1명 부상	거푸집	2. 철근콘크리트 공사	공장부지 조성공사 현장에서 L형 옹벽 기초 철근을 조립하던 중, 옹벽 벽체 거푸집이 전도되어 인접하여 작업하던 철근공 2명이 거푸집에 깔림	▶ 자재 등의 전도 위험이 있는 경우 전도 방지용 지지대 설치 등 조치\n▶ 중량물 취급 작업 시 전도, 협착 등 위험예방 대책을 포함한 작업계획서를 작성하고, 그 계획에 따라 작업을 하도록 지도·감독 실시	2022년 5월경 ○○현장에서 피재자가 L형 옹벽 기초 철근을 조립하던 중 옹벽 벽체 거푸집이 전도되어 1명 사망, 1명 부상 [유발요인] 공장부지 조성공사 현장에서 L형 옹벽 기초 철근을 조립하던 중, 옹벽 벽체 거푸집이 전도되어 인접하여 작업하던 철근공 2명이 거푸집에 깔림 [대책] ▶ 자재 등의 전도 위험이 있는 경우 전도 방지용 지지대 설치 등 조치 ▶ 중량물 취급 작업 시 전도, 협착 등 위험예방 대책을 포함한 작업계획서를 작성하고, 그 계획에 따라 작업을 하도록 지도·감독 실시
3088	건설업	낙하	2022년 02월경 ○○현장에서, 피재자 2명이 지하6층 벽체 철근작업을 위해 이동 하던 중, 지하3층 자재반입대에서 떨어지는(h≒15m) 유로폼에 맞아 부상	거푸집	2. 철근콘크리트 공사	벽체 철근작업을 위해 이동 하던 중 자재반입대에서 떨어지는 유로폼에 맞음	▶ 자재인양 작업 시 낙하물 방지망, 방호선반 등 설치 \n▶ 낙하위험장소에 작업자 출입금지 조치\n▶ 자재 인양 시 화물경로에 대해 사전에 모든 근로자의 작업 및 출입 통제\n▶ 중량물 취급 작업계획서 작성 및 작업지휘자 배치	2022년 02월경 ○○현장에서, 피재자 2명이 지하6층 벽체 철근작업을 위해 이동 하던 중, 지하3층 자재반입대에서 떨어지는(h≒15m) 유로폼에 맞아 부상 [유발요인] 벽체 철근작업을 위해 이동 하던 중 자재반입대에서 떨어지는 유로폼에 맞음 [대책] ▶ 자재인양 작업 시 낙하물 방지망, 방호선반 등 설치 ▶ 낙하위험장소에 작업자 출입금지 조치 ▶ 자재 인양 시 화물경로에 대해 사전에 모든 근로자의 작업 및 출입 통제 ▶ 중량물 취급 작업계획서 작성 및 작업지휘자 배치
3089	건설업	추락	2023년 02월경 ○○현장에서 피재자가 수직구#7 Top 슬라브 철근 배근 작업 준비 중 맨홀 개구부(？900mm)에 덮여 있던 합판 덮개(두께 12mm, 가로·세로 1m)를 들어 올리는 과정에서 몸의 중심을 잃고 지하 2층으로 떨어져(H≒6.4m) 사망	바닥개구부(자재인양구 등)	2. 철근콘크리트 공사	전력구 슬라브 철근 배근 작업 준비 중 맨홀 개구부에 덮여 있던 합판 덮개를 들어 올리는 과정에서 몸의 중심을 잃고 추락	▶ 추락할 위험이 있는 개구부에는 안전난간 또는 덮개 등을 충분한 강도를 가진 구조로 튼튼하게 설치\n▶ 개구부 덮개를 설치할 경우 뒤집히거나 떨어지지 않도록 견고히 설치하고 개구부임을 표시하는 등 떨어짐 위험을 방지하기 위한 필요한 조치 실시\n▶ 안전모 등 개인보호구 착용철저	2023년 02월경 ○○현장에서 피재자가 수직구#7 Top 슬라브 철근 배근 작업 준비 중 맨홀 개구부(？900mm)에 덮여 있던 합판 덮개(두께 12mm, 가로·세로 1m)를 들어 올리는 과정에서 몸의 중심을 잃고 지하 2층으로 떨어져(H≒6.4m) 사망 [유발요인] 전력구 슬라브 철근 배근 작업 준비 중 맨홀 개구부에 덮여 있던 합판 덮개를 들어 올리는 과정에서 몸의 중심을 잃고 추락 [대책] ▶ 추락할 위험이 있는 개구부에는 안전난간 또는 덮개 등을 충분한 강도를 가진 구조로 튼튼하게 설치 ▶ 개구부 덮개를 설치할 경우 뒤집히거나 떨어지지 않도록 견고히 설치하고 개구부임을 표시하는 등 떨어짐 위험을 방지하기 위한 필요한 조치 실시 ▶ 안전모 등 개인보호구 착용철저
3090	건설업	추락	2023년 5월경 ○○현장에서, 작업을 마친 재해자가 개인 소지품을 찾기 위해 건물 내 지상 4층으로 올라간 후 아래층으로 이동하던 중, 지상 3층 계단실 측면으로 추락(높이 약 6.5m)하여 사망	계단	2. 철근콘크리트 공사	철근조립 작업 후 계단 이동 중 계단실 측면으로 추락	▶ 계단 단부와 같이 근로자가 떨어질 위험이 있는 장소에는 안전난간 및 안전방망 설치\n▶ 안전난간 설치가 곤란한 경우 안전대 부착설비 설치 및 안전대 착용\n▶ 안전모 등 개인보호구 착용 철저	2023년 5월경 ○○현장에서, 작업을 마친 재해자가 개인 소지품을 찾기 위해 건물 내 지상 4층으로 올라간 후 아래층으로 이동하던 중, 지상 3층 계단실 측면으로 추락(높이 약 6.5m)하여 사망 [유발요인] 철근조립 작업 후 계단 이동 중 계단실 측면으로 추락 [대책] ▶ 계단 단부와 같이 근로자가 떨어질 위험이 있는 장소에는 안전난간 및 안전방망 설치 ▶ 안전난간 설치가 곤란한 경우 안전대 부착설비 설치 및 안전대 착용 ▶ 안전모 등 개인보호구 착용 철저
3091	건설업	붕괴	2022년 3월경 ○○현장에서 피재자 2명이 지상2층 슬래브 데크플레이트 위에서 철근 조립을 하던 중 상부에 적재된 철근의 하중(약 5.3톤)에 의해 데크플레이트가 붕괴되어 부상	거푸집	2. 철근콘크리트 공사	보거푸집 위에 설치된 슬래브 데크플레이트 위에서 철근 조립을 하던 중 상부에 적재된 철근의 하중(약 5.3톤)에 의해 데크플레이트가 붕괴	▶ 거푸집 동바리 조립시 구조검토 후 조립도 작성\n▶ 보 형식 동바리 안전조치 실시\n  - 양단 걸침길이 확보, 고정철저, \n  - 보거푸집 지지하는 동바리 수평연결재 설치 등 보 거푸집이 옆으로 넘어지지 않게 견고하게 설치\n▶ 데크플레이트 상부에 철근을 분산하여 적재	2022년 3월경 ○○현장에서 피재자 2명이 지상2층 슬래브 데크플레이트 위에서 철근 조립을 하던 중 상부에 적재된 철근의 하중(약 5.3톤)에 의해 데크플레이트가 붕괴되어 부상 [유발요인] 보거푸집 위에 설치된 슬래브 데크플레이트 위에서 철근 조립을 하던 중 상부에 적재된 철근의 하중(약 5.3톤)에 의해 데크플레이트가 붕괴 [대책] ▶ 거푸집 동바리 조립시 구조검토 후 조립도 작성 ▶ 보 형식 동바리 안전조치 실시 - 양단 걸침길이 확보, 고정철저, - 보거푸집 지지하는 동바리 수평연결재 설치 등 보 거푸집이 옆으로 넘어지지 않게 견고하게 설치 ▶ 데크플레이트 상부에 철근을 분산하여 적재
3092	건설업	전도	2023년 01월경 ○○현장에서 지하 2층 3구간 최외측 벽체철근 조립을 위해 이동식 크레인을 이용하여 철근 조립용 작업대(길이×폭×높이≒7.4m×1.8m×9.9m, 시스템비계)를 인양하던 중 벽체철근(높이 약 10m, 길이 약 55m)이 전도되어 1명이 사망하고 2명이 부상	철근콘크리트자재(철근,콘크리트,PC)	2. 철근콘크리트 공사	철근 조립용 작업대를 인양하던 중 벽체철근이 전도되며 깔림	▶ 벽체철근 시공 시 안정한 형태로 유지하도록 버팀대를 설치하는 등 철근 전도 방지조치 실시\n▶ 수직철근의 전도방지를 위해 지지대 설치 등 보강조치 실시\n▶ 수직철근 조립작업 시 전도재해를 예방하기 위해 관리감독자 지휘 ∙ 감독 철저	2023년 01월경 ○○현장에서 지하 2층 3구간 최외측 벽체철근 조립을 위해 이동식 크레인을 이용하여 철근 조립용 작업대(길이×폭×높이≒7.4m×1.8m×9.9m, 시스템비계)를 인양하던 중 벽체철근(높이 약 10m, 길이 약 55m)이 전도되어 1명이 사망하고 2명이 부상 [유발요인] 철근 조립용 작업대를 인양하던 중 벽체철근이 전도되며 깔림 [대책] ▶ 벽체철근 시공 시 안정한 형태로 유지하도록 버팀대를 설치하는 등 철근 전도 방지조치 실시 ▶ 수직철근의 전도방지를 위해 지지대 설치 등 보강조치 실시 ▶ 수직철근 조립작업 시 전도재해를 예방하기 위해 관리감독자 지휘 ∙ 감독 철저
3093	건설업	부딪힘	2016년 1월경 ○○현장에서 피재자가 후진하는 레미콘 차량 후미와 충돌하여 차량 뒷바퀴에 깔려 사망	기타 건설장비	2. 철근콘크리트 공사	근로자 출입 통제가 이뤄지지 않은채 후진하는 레미콘 차량과 근로자가 충돌	▶ 레미콘 차량 운행 경로 확보를 위해 위험구역 내 근로자 출입금지 및 안전통로 확보\n▶ 장비간 충돌 및 협착 방지 접근 한계거리 유지를 위한 스토퍼 등 설치\n▶ 유도자 배치를 통한 근로자 출입통제 및 차량계 건설기계 유도	2016년 1월경 ○○현장에서 피재자가 후진하는 레미콘 차량 후미와 충돌하여 차량 뒷바퀴에 깔려 사망 [유발요인] 근로자 출입 통제가 이뤄지지 않은채 후진하는 레미콘 차량과 근로자가 충돌 [대책] ▶ 레미콘 차량 운행 경로 확보를 위해 위험구역 내 근로자 출입금지 및 안전통로 확보 ▶ 장비간 충돌 및 협착 방지 접근 한계거리 유지를 위한 스토퍼 등 설치 ▶ 유도자 배치를 통한 근로자 출입통제 및 차량계 건설기계 유도
